project,num_covered_instruction,num_uncovered_instruction,num_total_instruction,C0coverage
mbosecke/pebble,50,8,58,86
mbosecke/pebble,12,8,20,60
mbosecke/pebble,63,5,68,93
mbosecke/pebble,63,5,68,93
mbosecke/pebble,15,0,15,100
mbosecke/pebble,9,0,9,100
mfornos/humanize,129,97,226,57
mfornos/humanize,0,90,90,0
mfornos/humanize,118,28,146,81
mfornos/humanize,385,23,408,94
mfornos/humanize,45,12,57,79
mfornos/humanize,9,12,21,43
mfornos/humanize,48,5,53,91
mfornos/humanize,48,5,53,91
mfornos/humanize,N/A,N/A,N/A,90
mfornos/humanize,N/A,N/A,N/A,67
mfornos/humanize,N/A,N/A,N/A,67
mfornos/humanize,N/A,N/A,N/A,97
mfornos/humanize,94,0,94,100
mfornos/humanize,83,0,83,100
mfornos/humanize,22,0,22,100
mfornos/humanize,447,43,490,91
mfornos/humanize,20,0,20,100
mfornos/humanize,20,0,20,100
mfornos/humanize,15,0,15,100
mfornos/humanize,15,0,15,100
mfornos/humanize,15,0,15,100
mfornos/humanize,15,0,15,100
mfornos/humanize,15,0,15,100
mfornos/humanize,15,0,15,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,8,0,8,100
mfornos/humanize,7,0,7,100
mfornos/humanize,19,0,19,100
mfornos/humanize,257,30,287,90
mfornos/humanize,21,0,21,100
mfornos/humanize,18,0,18,100
mfornos/humanize,16,0,16,100
mfornos/humanize,16,0,16,100
mfornos/humanize,13,0,13,100
mfornos/humanize,12,0,12,100
mfornos/humanize,12,0,12,100
mfornos/humanize,12,0,12,100
mfornos/humanize,11,0,11,100
mfornos/humanize,11,0,11,100
mfornos/humanize,7,0,7,100
mfornos/humanize,4,37,41,10
mfornos/humanize,45,18,63,71
mfornos/humanize,462,12,474,97
mfornos/humanize,N/A,N/A,N/A,96
mfornos/humanize,28,0,28,100
mfornos/humanize,26,0,26,100
mfornos/humanize,0,142,142,0
mfornos/humanize,0,79,79,0
mfornos/humanize,0,49,49,0
mfornos/humanize,0,44,44,0
mfornos/humanize,0,15,15,0
mfornos/humanize,0,11,11,0
mfornos/humanize,0,11,11,0
mfornos/humanize,0,11,11,0
mfornos/humanize,0,11,11,0
mfornos/humanize,0,7,7,0
mfornos/humanize,0,7,7,0
mfornos/humanize,0,860,860,0
mfornos/humanize,0,161,161,0
mfornos/humanize,0,68,68,0
mfornos/humanize,1772,148,1920,92
mfornos/humanize,0,N/A,N/A,0
mfornos/humanize,0,N/A,N/A,0
mfornos/humanize,0,N/A,N/A,0
mfornos/humanize,0,N/A,N/A,0
mfornos/humanize,0,N/A,N/A,0
mfornos/humanize,0,N/A,N/A,0
mfornos/humanize,37,0,37,100
mfornos/humanize,20,0,20,100
mfornos/humanize,20,0,20,100
mfornos/humanize,20,0,20,100
mfornos/humanize,16,0,16,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,N/A,0,N/A,100
mfornos/humanize,99,22,121,82
mfornos/humanize,63,38,101,62
mfornos/humanize,70,86,156,45
mfornos/humanize,10,0,10,100
mfornos/humanize,10,0,10,100
mfornos/humanize,280,10,290,97
mfornos/humanize,21,0,21,100
mfornos/humanize,18,0,18,100
mfornos/humanize,18,0,18,100
mfornos/humanize,16,0,16,100
mfornos/humanize,15,0,15,100
mfornos/humanize,13,0,13,100
mfornos/humanize,12,0,12,100
mfornos/humanize,12,0,12,100
mfornos/humanize,12,0,12,100
mfornos/humanize,11,0,11,100
mfornos/humanize,11,0,11,100
mfornos/humanize,7,0,7,100
mfornos/humanize,517,319,836,62
mfornos/humanize,16,55,71,23
mfornos/humanize,296,17,313,95
mfornos/humanize,86,10,96,90
mfornos/humanize,53,0,53,100
mfornos/humanize,23,0,23,100
mfornos/humanize,8,0,8,100
mfornos/humanize,40,4,44,91
mfornos/humanize,53,0,53,100
mfornos/humanize,96,104,200,48
mfornos/humanize,140,19,159,88
mfornos/humanize,32,16,48,67
mfornos/humanize,39,9,48,81
mfornos/humanize,0,8,8,0
mfornos/humanize,89,5,94,95
mfornos/humanize,20,0,20,100
mfornos/humanize,173,27,200,86
mfornos/humanize,47,16,63,75
mfornos/humanize,29,9,38,76
mfornos/humanize,57,6,63,90
mfornos/humanize,328,3,331,99
mfornos/humanize,0,3,3,0
mfornos/humanize,35,0,35,100
mfornos/humanize,31,0,31,100
mfornos/humanize,23,0,23,100
mfornos/humanize,0,109,109,0
mfornos/humanize,0,100,100,0
mfornos/humanize,0,82,82,0
mfornos/humanize,0,56,56,0
mfornos/humanize,0,54,54,0
mfornos/humanize,0,52,52,0
mfornos/humanize,0,43,43,0
mfornos/humanize,0,17,17,0
mfornos/humanize,0,12,12,0
mfornos/humanize,0,12,12,0
mfornos/humanize,0,12,12,0
mfornos/humanize,0,12,12,0
mfornos/humanize,0,12,12,0
mfornos/humanize,0,12,12,0
mfornos/humanize,0,36,36,0
mfornos/humanize,0,240,240,0
mfornos/humanize,0,119,119,0
mfornos/humanize,0,35,35,0
mfornos/humanize,20,0,20,100
mfornos/humanize,10,0,10,100
mikaelhg/urlbuilder,685,220,905,76
mikaelhg/urlbuilder,409,44,453,90
mikaelhg/urlbuilder,257,9,266,97
mikaelhg/urlbuilder,N/A,N/A,N/A,98
mikaelhg/urlbuilder,N/A,N/A,N/A,99
mikaelhg/urlbuilder,9,0,9,100
mikaelhg/urlbuilder,6,0,6,100
mikaelhg/urlbuilder,6,0,6,100
mikera/vectorz,573,234,807,71
mikera/vectorz,789,226,1015,78
mikera/vectorz,578,183,761,76
mikera/vectorz,2321,989,3310,70
mikera/vectorz,706,215,921,77
mikera/vectorz,268,187,455,59
mikera/vectorz,212,117,329,64
mikera/vectorz,321,86,407,79
mikera/vectorz,143,74,217,66
mikera/vectorz,161,72,233,69
mikera/vectorz,N/A,N/A,N/A,64
mikera/vectorz,N/A,N/A,N/A,80
mikera/vectorz,N/A,N/A,N/A,99
mikera/vectorz,272,236,508,54
mikera/vectorz,742,188,930,80
mikera/vectorz,216,58,274,79
mikera/vectorz,210,36,246,85
mikera/vectorz,0,51,51,0
mikera/vectorz,19,32,51,37
mikera/vectorz,47,11,58,81
mikera/vectorz,3098,1121,4219,73
mikera/vectorz,1170,389,1559,75
mikera/vectorz,726,384,1110,65
mikera/vectorz,736,330,1066,69
mikera/vectorz,1088,209,1297,84
mikera/vectorz,202,36,238,85
mikera/vectorz,1182,28470,29652,4
mikera/vectorz,N/A,N/A,N/A,90
mikera/vectorz,N/A,N/A,N/A,91
mikera/vectorz,N/A,N/A,N/A,91
mikera/vectorz,N/A,N/A,N/A,90
mikera/vectorz,N/A,N/A,N/A,89
mikera/vectorz,N/A,N/A,N/A,95
mikera/vectorz,N/A,N/A,N/A,88
mikera/vectorz,18,3,21,86
mikera/vectorz,9,21,30,30
mikera/vectorz,13,12,25,52
mikera/vectorz,4,10,14,29
mikera/vectorz,8,7,15,53
mikera/vectorz,0,6,6,0
mikera/vectorz,0,6,6,0
mikera/vectorz,3,3,6,50
mikera/vectorz,577,0,577,100
mikera/vectorz,21,0,21,100
mikera/vectorz,173,294,467,37
mikera/vectorz,0,117,117,0
mikera/vectorz,182,5,187,97
mikera/vectorz,29,5,34,85
mikera/vectorz,N/A,N/A,N/A,98
mikera/vectorz,144,0,144,100
mikera/vectorz,30,0,30,100
mikera/vectorz,49,246,295,17
mikera/vectorz,1126,203,1329,85
mikera/vectorz,328,36,364,90
mikera/vectorz,233,29,262,89
mikera/vectorz,32,0,32,100
mikera/vectorz,343,16,359,96
mikera/vectorz,673,8,681,99
mikera/vectorz,15,0,15,100
mikera/vectorz,0,457,457,0
mikera/vectorz,36,13,49,73
mikera/vectorz,196,12,208,94
mikera/vectorz,571,5,576,99
mikera/vectorz,382,129,511,75
mikera/vectorz,375,7,382,98
mikera/vectorz,N/A,N/A,N/A,99
mikera/vectorz,15,0,15,100
mikera/vectorz,1242,321,1563,79
mikera/vectorz,1489,265,1754,85
mikera/vectorz,N/A,N/A,N/A,97
mikera/vectorz,38,0,38,100
mikera/vectorz,27,0,27,100
mikera/vectorz,230,384,614,37
mikera/vectorz,444,347,791,56
mikera/vectorz,391,275,666,59
mikera/vectorz,205,243,448,46
mikera/vectorz,331,186,517,64
mikera/vectorz,413,177,590,70
mikera/vectorz,93,168,261,36
mikera/vectorz,877,159,1036,85
mikera/vectorz,119,155,274,43
mikera/vectorz,284,138,422,67
mikera/vectorz,895,137,1032,87
mikera/vectorz,467,130,597,78
mikera/vectorz,381,123,504,76
mikera/vectorz,493,116,609,81
mikera/vectorz,357,113,470,76
mikera/vectorz,110,101,211,52
mikera/vectorz,215,96,311,69
mikera/vectorz,325,87,412,79
mikera/vectorz,598,79,677,88
mikera/vectorz,326,79,405,80
mikera/vectorz,444,74,518,86
mikera/vectorz,79,73,152,52
mikera/vectorz,268,71,339,79
mikera/vectorz,142,58,200,71
mikera/vectorz,200,53,253,79
mikera/vectorz,248,50,298,83
mikera/vectorz,112,49,161,70
mikera/vectorz,163,46,209,78
mikera/vectorz,161,45,206,78
mikera/vectorz,290,44,334,87
mikera/vectorz,155,38,193,80
mikera/vectorz,24,38,62,39
mikera/vectorz,76,33,109,70
mikera/vectorz,68,32,100,68
mikera/vectorz,141,29,170,83
mikera/vectorz,121,29,150,81
mikera/vectorz,14,29,43,33
mikera/vectorz,88,24,112,79
mikera/vectorz,284,21,305,93
mikera/vectorz,180,17,197,91
mikera/vectorz,236,15,251,94
mikera/vectorz,46,11,57,81
mikera/vectorz,98,9,107,92
mikera/vectorz,70,9,79,89
mikera/vectorz,21,9,30,70
mikera/vectorz,85,0,85,100
mikera/vectorz,57,0,57,100
mikera/vectorz,38,0,38,100
mikera/vectorz,18,0,18,100
mikera/vectorz,15,0,15,100
mikera/vectorz,15,0,15,100
mikera/vectorz,68,29,97,70
mikera/vectorz,143,339,482,30
mikera/vectorz,349,52,401,87
mikera/vectorz,379,21,400,95
mikera/vectorz,214,138,352,61
mikera/vectorz,299,12,311,96
mikera/vectorz,446,802,1248,36
mikera/vectorz,265,365,630,42
mikera/vectorz,209,131,340,61
mikera/vectorz,30,105,135,22
mikera/vectorz,87,93,180,48
mikera/vectorz,98,73,171,57
mikera/vectorz,64,57,121,53
mikera/vectorz,36,52,88,41
mikera/vectorz,0,48,48,0
mikera/vectorz,50,30,80,62
mikera/vectorz,0,12,12,0
mikera/vectorz,25,0,25,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,67,100,167,40
mikera/vectorz,0,65,65,0
mikera/vectorz,96,63,159,60
mikera/vectorz,50,12,62,81
mikera/vectorz,48,10,58,83
mikera/vectorz,15,9,24,62
mikera/vectorz,68,2,70,97
mikera/vectorz,61,0,61,100
mikera/vectorz,3301,1410,4711,70
mikera/vectorz,1020,430,1450,70
mikera/vectorz,561,403,964,58
mikera/vectorz,435,338,773,56
mikera/vectorz,628,314,942,67
mikera/vectorz,756,289,1045,72
mikera/vectorz,132,268,400,33
mikera/vectorz,472,235,707,67
mikera/vectorz,244,154,398,61
mikera/vectorz,118,100,218,54
mikera/vectorz,380,74,454,84
mikera/vectorz,256,64,320,80
mikera/vectorz,312,61,373,84
mikera/vectorz,235,43,278,85
mikera/vectorz,N/A,N/A,N/A,73
mikera/vectorz,N/A,N/A,N/A,95
mikera/vectorz,N/A,N/A,N/A,98
mikera/vectorz,N/A,N/A,N/A,80
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,0,30,30,0
mikera/vectorz,0,3,3,0
mikera/vectorz,1630,391,2021,81
mikera/vectorz,1371,328,1699,81
mikera/vectorz,1065,292,1357,78
mikera/vectorz,1132,269,1401,81
mikera/vectorz,1148,258,1406,82
mikera/vectorz,417,253,670,62
mikera/vectorz,378,229,607,62
mikera/vectorz,178,199,377,47
mikera/vectorz,801,184,985,81
mikera/vectorz,351,181,532,66
mikera/vectorz,1904,166,2070,92
mikera/vectorz,673,137,810,83
mikera/vectorz,529,124,653,81
mikera/vectorz,478,119,597,80
mikera/vectorz,447,109,556,80
mikera/vectorz,268,102,370,72
mikera/vectorz,66,99,165,40
mikera/vectorz,345,84,429,80
mikera/vectorz,0,78,78,0
mikera/vectorz,435,65,500,87
mikera/vectorz,287,60,347,83
mikera/vectorz,360,58,418,86
mikera/vectorz,40,54,94,43
mikera/vectorz,316,53,369,86
mikera/vectorz,0,53,53,0
mikera/vectorz,27,52,79,34
mikera/vectorz,97,50,147,66
mikera/vectorz,191,40,231,83
mikera/vectorz,117,36,153,76
mikera/vectorz,109,36,145,75
mikera/vectorz,18,33,51,35
mikera/vectorz,31,27,58,53
mikera/vectorz,25,24,49,51
mikera/vectorz,76,22,98,78
mikera/vectorz,N/A,N/A,N/A,87
mikera/vectorz,N/A,N/A,N/A,84
mikera/vectorz,N/A,N/A,N/A,53
mikera/vectorz,N/A,N/A,N/A,94
mikera/vectorz,N/A,N/A,N/A,96
mikera/vectorz,N/A,N/A,N/A,94
mikera/vectorz,N/A,N/A,N/A,91
mikera/vectorz,N/A,N/A,N/A,85
mikera/vectorz,N/A,N/A,N/A,85
mikera/vectorz,N/A,N/A,N/A,78
mikera/vectorz,N/A,N/A,N/A,74
mikera/vectorz,N/A,N/A,N/A,98
mikera/vectorz,N/A,N/A,N/A,92
mikera/vectorz,N/A,N/A,N/A,96
mikera/vectorz,N/A,N/A,N/A,94
mikera/vectorz,N/A,N/A,N/A,83
mikera/vectorz,155,0,155,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,N/A,0,N/A,100
mikera/vectorz,38,81,119,32
mikera/vectorz,0,75,75,0
mikera/vectorz,117,69,186,63
mikera/vectorz,3,66,69,4
mikera/vectorz,46,56,102,45
mikera/vectorz,11,47,58,19
mikera/vectorz,190,38,228,83
mikera/vectorz,95,36,131,73
mikera/vectorz,119,34,153,78
mikera/vectorz,44,31,75,59
mikera/vectorz,7,29,36,19
mikera/vectorz,77,28,105,73
mikera/vectorz,119,26,145,82
mikera/vectorz,30,26,56,54
mikera/vectorz,97,18,115,84
mikera/vectorz,29,13,42,69
mikera/vectorz,116,11,127,91
mikera/vectorz,67,11,78,86
mikera/vectorz,71,10,81,88
mikera/vectorz,7,8,15,47
mikera/vectorz,84,7,91,92
mikera/vectorz,99,4,103,96
mikera/vectorz,64,4,68,94
mikera/vectorz,49,4,53,92
mikera/vectorz,148,3,151,98
mikera/vectorz,55,3,58,95
mikera/vectorz,41,3,44,93
mikera/vectorz,34,3,37,92
mikera/vectorz,30,3,33,91
mikera/vectorz,N/A,N/A,N/A,99
mikera/vectorz,45,0,45,100
mikera/vectorz,40,0,40,100
mikera/vectorz,36,0,36,100
mikera/vectorz,36,0,36,100
mikera/vectorz,17,0,17,100
mikera/vectorz,13,0,13,100
mikera/vectorz,11,0,11,100
mikera/vectorz,11,0,11,100
mikera/vectorz,7,0,7,100
mikera/vectorz,7,0,7,100
mikera/vectorz,7,0,7,100
mikera/vectorz,3,0,3,100
mikera/vectorz,1716,347,2063,83
mikera/vectorz,294,221,515,57
mikera/vectorz,1060,143,1203,88
mikera/vectorz,74,133,207,36
mikera/vectorz,102,74,176,58
mikera/vectorz,26,31,57,46
mikera/vectorz,N/A,N/A,N/A,44
mikera/vectorz,N/A,N/A,N/A,57
neuland/jade4j,200,78,278,72
neuland/jade4j,95,74,169,56
neuland/jade4j,43,5,48,90
neuland/jade4j,117,24,141,83
neuland/jade4j,201,9,210,96
neuland/jade4j,51,0,51,100
neuland/jade4j,0,42,42,0
neuland/jade4j,137,16,153,90
neuland/jade4j,11,10,21,52
neuland/jade4j,24,4,28,86
neuland/jade4j,8,0,8,100
neuland/jade4j,0,105,105,0
neuland/jade4j,146,48,194,75
neuland/jade4j,73,33,106,69
neuland/jade4j,3,11,14,21
neuland/jade4j,3,11,14,21
neuland/jade4j,12,2,14,86
neuland/jade4j,41,0,41,100
neuland/jade4j,14,0,14,100
neuland/jade4j,14,0,14,100
neuland/jade4j,13,0,13,100
neuland/jade4j,5,0,5,100
neuland/jade4j,0,438,438,0
neuland/jade4j,2770,362,3132,88
neuland/jade4j,106,142,248,43
neuland/jade4j,0,88,88,0
neuland/jade4j,73,68,141,52
neuland/jade4j,0,54,54,0
neuland/jade4j,N/A,N/A,N/A,91
neuland/jade4j,0,N/A,N/A,0
neuland/jade4j,N/A,N/A,N/A,88
neuland/jade4j,N/A,0,N/A,100
neuland/jade4j,71,17,88,81
neuland/jade4j,18,7,25,72
neuland/jade4j,6,5,11,55
neuland/jade4j,0,5,5,0
neuland/jade4j,0,5,5,0
neuland/jade4j,0,5,5,0
neuland/jade4j,0,5,5,0
neuland/jade4j,50,3,53,94
neuland/jade4j,16,3,19,84
neuland/jade4j,54,0,54,100
neuland/jade4j,21,0,21,100
neuland/jade4j,12,0,12,100
neuland/jade4j,12,0,12,100
neuland/jade4j,12,0,12,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,5,0,5,100
neuland/jade4j,141,138,279,51
neuland/jade4j,2165,450,2615,83
neuland/jade4j,N/A,N/A,N/A,88
neuland/jade4j,657,135,792,83
neuland/jade4j,407,59,466,87
neuland/jade4j,168,36,204,82
neuland/jade4j,379,34,413,92
neuland/jade4j,40,32,72,56
neuland/jade4j,0,31,31,0
neuland/jade4j,87,28,115,76
neuland/jade4j,0,20,20,0
neuland/jade4j,0,20,20,0
neuland/jade4j,212,19,231,92
neuland/jade4j,71,19,90,79
neuland/jade4j,86,15,101,85
neuland/jade4j,24,9,33,73
neuland/jade4j,29,7,36,81
neuland/jade4j,N/A,N/A,N/A,95
neuland/jade4j,N/A,N/A,N/A,85
neuland/jade4j,0,N/A,N/A,0
neuland/jade4j,0,N/A,N/A,0
neuland/jade4j,68,0,68,100
neuland/jade4j,51,0,51,100
neuland/jade4j,35,0,35,100
neuland/jade4j,25,0,25,100
neuland/jade4j,21,0,21,100
neuland/jade4j,18,0,18,100
neuland/jade4j,14,0,14,100
neuland/jade4j,10,0,10,100
neuland/jade4j,9,0,9,100
neuland/jade4j,21,19,40,52
neuland/jade4j,21,4,25,84
neuland/jade4j,17,2,19,89
neuland/jade4j,127,0,127,100
neuland/jade4j,49,0,49,100
neuland/jade4j,618,289,907,68
neuland/jade4j,37,14,51,73
neuland/jade4j,N/A,N/A,N/A,97
neuland/jade4j,N/A,N/A,N/A,38
neuland/jade4j,N/A,N/A,N/A,88
neuland/jade4j,0,N/A,N/A,0
neuland/jade4j,N/A,N/A,N/A,90
neuland/jade4j,109,0,109,100
neuland/jade4j,24,0,24,100
neuland/jade4j,N/A,0,N/A,100
neuland/jade4j,140,125,265,53
neuland/jade4j,105,23,128,82
neuland/jade4j,N/A,N/A,N/A,93
neuland/jade4j,17,0,17,100
notnoop/java-apns,179,289,468,38
notnoop/java-apns,336,46,382,88
notnoop/java-apns,170,39,209,81
notnoop/java-apns,122,36,158,77
notnoop/java-apns,39,9,48,81
notnoop/java-apns,163,7,170,96
notnoop/java-apns,8,7,15,53
notnoop/java-apns,6,4,10,60
notnoop/java-apns,6,4,10,60
notnoop/java-apns,N/A,N/A,N/A,62
notnoop/java-apns,10,0,10,100
notnoop/java-apns,5,0,5,100
notnoop/java-apns,21,242,263,8
notnoop/java-apns,30,209,239,13
notnoop/java-apns,354,195,549,64
notnoop/java-apns,151,108,259,58
notnoop/java-apns,519,67,586,89
notnoop/java-apns,279,61,340,82
notnoop/java-apns,113,56,169,67
notnoop/java-apns,78,50,128,61
notnoop/java-apns,111,27,138,80
notnoop/java-apns,27,19,46,59
notnoop/java-apns,25,8,33,76
notnoop/java-apns,0,8,8,0
notnoop/java-apns,19,6,25,76
notnoop/java-apns,94,5,99,95
notnoop/java-apns,N/A,N/A,N/A,81
notnoop/java-apns,0,N/A,N/A,0
notnoop/java-apns,N/A,N/A,N/A,75
notnoop/java-apns,32,0,32,100
notnoop/java-apns,19,0,19,100
notnoop/java-apns,19,0,19,100
notnoop/java-apns,0,16,16,0
notnoop/java-apns,0,16,16,0
notnoop/java-apns,6,14,20,30
notnoop/java-apns,17,9,26,65
notnoop/java-apns,7,9,16,44
openpnp/openpnp,0,539,539,0
openpnp/openpnp,0,96,96,0
openpnp/openpnp,0,20,20,0
openpnp/openpnp,0,19,19,0
openpnp/openpnp,0,19,19,0
openpnp/openpnp,N/A,N/A,N/A,80
openpnp/openpnp,0,550,550,0
openpnp/openpnp,0,6,6,0
openpnp/openpnp,0,1575,1575,0
openpnp/openpnp,0,1349,1349,0
openpnp/openpnp,0,1283,1283,0
openpnp/openpnp,0,811,811,0
openpnp/openpnp,0,594,594,0
openpnp/openpnp,0,508,508,0
openpnp/openpnp,0,446,446,0
openpnp/openpnp,0,413,413,0
openpnp/openpnp,0,377,377,0
openpnp/openpnp,0,353,353,0
openpnp/openpnp,0,353,353,0
openpnp/openpnp,0,283,283,0
openpnp/openpnp,0,194,194,0
openpnp/openpnp,0,176,176,0
openpnp/openpnp,0,171,171,0
openpnp/openpnp,0,151,151,0
openpnp/openpnp,0,130,130,0
openpnp/openpnp,0,110,110,0
openpnp/openpnp,0,104,104,0
openpnp/openpnp,0,104,104,0
openpnp/openpnp,0,102,102,0
openpnp/openpnp,0,102,102,0
openpnp/openpnp,0,94,94,0
openpnp/openpnp,0,94,94,0
openpnp/openpnp,0,93,93,0
openpnp/openpnp,0,92,92,0
openpnp/openpnp,0,92,92,0
openpnp/openpnp,0,86,86,0
openpnp/openpnp,0,86,86,0
openpnp/openpnp,0,85,85,0
openpnp/openpnp,0,83,83,0
openpnp/openpnp,0,83,83,0
openpnp/openpnp,0,74,74,0
openpnp/openpnp,0,72,72,0
openpnp/openpnp,0,72,72,0
openpnp/openpnp,0,69,69,0
openpnp/openpnp,0,69,69,0
openpnp/openpnp,0,69,69,0
openpnp/openpnp,0,68,68,0
openpnp/openpnp,0,65,65,0
openpnp/openpnp,0,63,63,0
openpnp/openpnp,0,61,61,0
openpnp/openpnp,0,61,61,0
openpnp/openpnp,0,60,60,0
openpnp/openpnp,0,59,59,0
openpnp/openpnp,0,58,58,0
openpnp/openpnp,0,58,58,0
openpnp/openpnp,0,55,55,0
openpnp/openpnp,0,54,54,0
openpnp/openpnp,0,54,54,0
openpnp/openpnp,0,53,53,0
openpnp/openpnp,0,53,53,0
openpnp/openpnp,0,51,51,0
openpnp/openpnp,0,48,48,0
openpnp/openpnp,0,48,48,0
openpnp/openpnp,0,47,47,0
openpnp/openpnp,0,47,47,0
openpnp/openpnp,0,47,47,0
openpnp/openpnp,0,46,46,0
openpnp/openpnp,0,46,46,0
openpnp/openpnp,0,46,46,0
openpnp/openpnp,0,46,46,0
openpnp/openpnp,0,45,45,0
openpnp/openpnp,0,44,44,0
openpnp/openpnp,0,44,44,0
openpnp/openpnp,0,44,44,0
openpnp/openpnp,0,44,44,0
openpnp/openpnp,0,44,44,0
openpnp/openpnp,0,44,44,0
openpnp/openpnp,0,43,43,0
openpnp/openpnp,0,42,42,0
openpnp/openpnp,0,42,42,0
openpnp/openpnp,0,42,42,0
openpnp/openpnp,0,42,42,0
openpnp/openpnp,0,41,41,0
openpnp/openpnp,0,41,41,0
openpnp/openpnp,0,41,41,0
openpnp/openpnp,0,41,41,0
openpnp/openpnp,0,40,40,0
openpnp/openpnp,0,40,40,0
openpnp/openpnp,0,40,40,0
openpnp/openpnp,0,39,39,0
openpnp/openpnp,0,38,38,0
openpnp/openpnp,0,36,36,0
openpnp/openpnp,0,35,35,0
openpnp/openpnp,0,35,35,0
openpnp/openpnp,0,34,34,0
openpnp/openpnp,0,32,32,0
openpnp/openpnp,0,31,31,0
openpnp/openpnp,0,31,31,0
openpnp/openpnp,0,30,30,0
openpnp/openpnp,0,30,30,0
openpnp/openpnp,0,30,30,0
openpnp/openpnp,0,29,29,0
openpnp/openpnp,0,28,28,0
openpnp/openpnp,0,28,28,0
openpnp/openpnp,0,28,28,0
openpnp/openpnp,0,28,28,0
openpnp/openpnp,0,27,27,0
openpnp/openpnp,0,27,27,0
openpnp/openpnp,0,27,27,0
openpnp/openpnp,0,27,27,0
openpnp/openpnp,0,26,26,0
openpnp/openpnp,0,26,26,0
openpnp/openpnp,0,26,26,0
openpnp/openpnp,0,24,24,0
openpnp/openpnp,0,24,24,0
openpnp/openpnp,0,24,24,0
openpnp/openpnp,0,24,24,0
openpnp/openpnp,0,23,23,0
openpnp/openpnp,0,23,23,0
openpnp/openpnp,0,23,23,0
openpnp/openpnp,0,22,22,0
openpnp/openpnp,0,21,21,0
openpnp/openpnp,0,20,20,0
openpnp/openpnp,0,20,20,0
openpnp/openpnp,0,20,20,0
openpnp/openpnp,0,20,20,0
openpnp/openpnp,0,19,19,0
openpnp/openpnp,0,19,19,0
openpnp/openpnp,0,19,19,0
openpnp/openpnp,0,19,19,0
openpnp/openpnp,0,19,19,0
openpnp/openpnp,0,19,19,0
openpnp/openpnp,0,18,18,0
openpnp/openpnp,0,18,18,0
openpnp/openpnp,0,18,18,0
openpnp/openpnp,0,18,18,0
openpnp/openpnp,0,18,18,0
openpnp/openpnp,0,18,18,0
openpnp/openpnp,0,18,18,0
openpnp/openpnp,0,18,18,0
openpnp/openpnp,0,18,18,0
openpnp/openpnp,0,18,18,0
openpnp/openpnp,0,18,18,0
openpnp/openpnp,0,17,17,0
openpnp/openpnp,0,16,16,0
